employee_id,age,gender,marital_status,education_level,department,job_role,job_level,monthly_income,stock_option_level,salary_hike_pct,years_at_company,total_working_years,years_since_promotion,num_prior_companies,work_mode,commute_minutes,overtime_hours_per_week,business_travel_days_per_year,training_hours,manager_support_score,burnout_score,engagement_score,work_life_balance_score,performance_rating,last_review_score,uses_ai_tools_at_work,perceived_ai_job_risk,attrition
1623,35,Female,Married,High School,Customer Support,Support Team Lead,2,4290,0,12.6,5.3,15,1,3,Onsite,32,10.3,6,25,8.1,4.8,7.8,6.8,4,8.5,FALSE,6.2,No
1624,36,Male,Married,Bachelors,Marketing,Content Strategist,1,3264,2,11.3,0,7.4,0,3,Hybrid,70,0.6,4,18,9.7,2.1,7,7.1,4,7.4,TRUE,5.9,No
1625,42,Female,Married,Bachelors,Operations,Operations Manager,4,7816,2,8,8.6,14.5,8.6,1,Hybrid,21,5,19,29,6.7,5.3,5.6,5.9,3,9.8,FALSE,6.8,Yes
1626,44,Male,Married,Bachelors,Operations,Program Manager,2,4212,1,11.8,0.3,10.5,0.3,2,Remote,0,31.8,25,23,6.6,9.6,4.1,4.3,3,7.1,FALSE,5.1,No
1627,43,Male,Single,High School,Sales,Sales Development Rep,3,5791,2,12.8,5,10.7,2.5,1,Hybrid,35,8.7,26,30,6.3,3.1,4.8,6.2,4,8.2,FALSE,1.4,No
1628,42,Female,Single,Bachelors,Operations,Operations Analyst,5,8795,1,11.7,17.3,21.6,1.1,2,Hybrid,8,11.8,31,10,5.6,3.6,7.2,5.6,5,8.5,TRUE,3.3,No
1629,29,Female,Single,PhD,Research & Development,R&D Manager,4,10193,1,11.1,8,9,3.7,3,Remote,5,1.5,5,20,5.1,1.6,6.5,8.2,2,7,TRUE,2.1,No
1630,37,Prefer not to say,Single,Bachelors,Sales,Sales Development Rep,2,4940,1,8.4,5.2,9,1.4,3,Onsite,50,9,23,28,4.5,6.7,2.9,4.9,3,8.8,FALSE,6.9,Yes
1631,34,Male,Married,High School,Engineering,Data Engineer,2,3871,1,14.1,4.5,12.7,1.4,3,Onsite,17,1.1,5,35,7,4.2,6.2,6.5,3,5.3,TRUE,3.2,No
1632,38,Male,Married,Bachelors,Finance,Finance Manager,4,6327,1,14.4,10.4,18,2.9,3,Onsite,48,4.7,7,19,9.3,1.6,9.7,7.4,3,7,FALSE,4.3,No
1633,29,Female,Single,Masters,Customer Support,Support Specialist,4,6089,1,13.9,8,9,1.3,3,Hybrid,53,5.4,5,18,7.7,1.9,7.1,7,4,8.2,TRUE,1.5,No
1634,46,Male,Married,Bachelors,Finance,Financial Analyst,4,10476,3,11.8,8.8,14.8,1.4,1,Hybrid,53,11.8,6,24,7.8,5.1,7.6,3.9,5,8.6,FALSE,4.5,Yes
1635,45,Male,Single,Masters,Research & Development,Research Scientist,3,7765,0,16.6,7.7,11.4,0.7,1,Onsite,55,5.4,7,6,5.1,5.3,5.3,7,4,10,FALSE,4.8,No
1636,49,Non-binary,Single,Bachelors,Research & Development,R&D Manager,3,5901,0,14.6,6.5,6.8,0.9,0,Remote,7,0.6,3,44,7.5,1,7,8.4,4,9.5,TRUE,4.1,No
1637,33,Non-binary,Single,Bachelors,Operations,Program Manager,3,5347,1,14,11.3,13,0.2,2,Hybrid,30,6.8,19,28,7.4,4.3,5.7,6.8,4,8.6,TRUE,4.2,No
1638,34,Male,Single,Masters,Operations,Program Manager,3,7294,1,6.9,8.6,12.5,4.5,1,Onsite,27,13.3,33,32,5.4,6.9,4,5.1,3,6.9,FALSE,6.2,Yes
1639,34,Male,Married,Bachelors,Engineering,Software Engineer,2,7728,2,7.3,4.2,9.3,2.3,0,Hybrid,50,2.4,6,25,10,2.8,9.1,7.2,3,9.3,FALSE,3.8,No
1640,54,Male,Married,High School,Sales,Sales Manager,5,9412,2,12.9,11.8,18.6,0,2,Onsite,13,4.2,23,4,9.2,5.1,6.9,6,3,8.5,TRUE,3.3,No
1641,44,Female,Married,Bachelors,Customer Support,Customer Success Manager,5,7458,1,7.5,10.1,12.7,1.2,0,Onsite,47,10.8,10,24,7.6,3.1,5.8,6.3,4,9,FALSE,7.7,No
1642,41,Female,Married,Bachelors,Sales,Sales Development Rep,2,5121,0,14,2.8,7,2.2,1,Hybrid,38,8.3,24,20,6.3,5.3,5.5,5.7,4,8.2,TRUE,6.5,Yes
1643,38,Female,Married,High School,Engineering,Data Engineer,3,9095,1,14.3,1.8,12.3,1.8,5,Remote,3,5.3,3,25,4.6,6.2,5,4.4,3,8,TRUE,4.5,Yes
1644,36,Female,Single,Bachelors,Engineering,Engineering Manager,3,6142,0,6.5,11.2,16,2.3,1,Hybrid,53,3.2,4,27,5.1,4,4.6,5.3,4,9.1,TRUE,6.8,No
1645,32,Male,Single,High School,Engineering,Data Engineer,2,4505,0,12.3,8.6,12,1,1,Onsite,28,5.4,7,21,6.1,2.5,4.7,6.1,4,9.7,TRUE,5,No
1646,45,Female,Married,Bachelors,Human Resources,HR Manager,2,7183,1,9.3,4.3,14.3,3.8,2,Onsite,28,5,8,30,6,2.9,8.6,8,5,9.5,FALSE,2.7,No
1647,45,Male,Divorced,Bachelors,Research & Development,Product Researcher,3,7744,1,12.1,8.9,16.8,4.1,2,Hybrid,52,1.9,5,19,7.3,1.7,6.2,6.5,4,9.3,FALSE,4.3,No
1648,36,Female,Married,Masters,Sales,Account Executive,3,8511,1,6.5,7.7,16,3,2,Remote,11,3.7,24,37,6.5,2.2,5.8,6.9,4,9.1,FALSE,6,No
1649,36,Male,Divorced,Masters,Operations,Operations Analyst,3,6298,0,9,6.3,7.5,1.3,0,Hybrid,40,5,24,23,7.8,3.6,7.2,7.7,4,8.8,TRUE,7.6,No
1650,22,Female,Married,High School,Engineering,Engineering Manager,3,5835,0,6.6,1,2,0.8,1,Onsite,41,3.3,9,17,5.9,3.6,4.7,8,3,7.2,TRUE,5.4,No
1651,47,Male,Divorced,Bachelors,Customer Support,Customer Success Manager,3,4444,1,12.2,8.1,14.7,4,2,Onsite,16,5.6,7,27,9.4,3.4,8.7,8,4,7.1,TRUE,6.3,Yes
1652,31,Male,Married,Bachelors,Research & Development,Research Scientist,4,8494,1,17.2,9.9,11,0.4,2,Hybrid,33,0.1,10,37,10,2.4,9.1,7.6,4,8,TRUE,1.9,No
1653,30,Male,Single,PhD,Marketing,Marketing Specialist,1,4765,0,12.7,3.9,6.9,0.6,1,Hybrid,12,11.6,5,17,4.5,3.8,6.5,6.2,4,9.2,FALSE,4.7,Yes
1654,24,Male,Married,Bachelors,Marketing,Growth Manager,2,3960,1,15.7,3,4,1,2,Hybrid,46,0.3,4,33,4.4,4.3,5.4,6.8,4,8.9,TRUE,5.2,No
1655,52,Male,Single,Bachelors,Customer Support,Support Team Lead,5,5292,3,10,12.5,15.3,5.4,0,Onsite,22,8.2,6,7,4.3,5.4,5.3,5.7,3,8.3,TRUE,6.5,No
1656,35,Male,Single,Bachelors,Engineering,QA Engineer,2,5801,0,11.8,4.3,10.3,3.3,1,Hybrid,62,6.3,5,31,7.9,3,8.2,6.2,4,9,TRUE,3.2,No
1657,27,Male,Married,PhD,Research & Development,Research Scientist,1,4364,1,19.4,1.7,5.9,0.6,2,Onsite,3,3.8,2,4,10,1.8,8.7,7.3,5,9.1,FALSE,5.1,Yes
1658,43,Female,Divorced,Masters,Customer Support,Customer Success Manager,3,5104,0,15.4,9.2,16.1,0.7,1,Hybrid,31,5.1,5,24,6.6,5.4,5.7,5.6,3,9,FALSE,4.4,No
1659,50,Male,Single,Bachelors,Research & Development,R&D Manager,4,8307,3,12.5,9,11.9,4.7,1,Onsite,32,13.5,6,17,10,5.1,6,3.8,3,8.4,TRUE,3.5,No
1660,49,Female,Married,Bachelors,Customer Support,Support Team Lead,4,6816,2,4,9.8,17.7,4.2,3,Onsite,51,6.2,7,0,5.5,6.2,5.2,6.2,2,6.7,TRUE,5.2,No
1661,35,Female,Married,Masters,Marketing,Growth Manager,4,9973,1,10.6,10,15,2.7,2,Onsite,46,13,10,18,4.7,6.8,5,3.7,3,9.6,TRUE,5.8,No
1662,39,Female,Married,PhD,Operations,Operations Manager,5,11910,3,9.6,9,19,4.6,4,Hybrid,15,6.4,26,36,6.3,4.2,6.3,5.1,4,6.7,TRUE,7.4,No
1663,41,Male,Married,Masters,Human Resources,Recruiter,4,10082,2,10.4,5.7,14.9,2,2,Hybrid,37,2.6,8,15,6.4,3,6.7,6.9,5,10,FALSE,2.5,No
1664,47,Female,Married,Bachelors,Sales,Sales Development Rep,2,4823,3,12.6,4.9,15.4,3.7,3,Hybrid,11,16,19,6,9.4,4.8,7.8,5.3,3,6.8,TRUE,7.3,No
1665,40,Male,Married,PhD,Research & Development,Research Scientist,5,13935,2,12.9,13.4,16.5,1.2,1,Onsite,56,6.5,5,34,9.2,3.1,8.2,6.9,4,9.3,FALSE,2.8,No
1666,35,Male,Married,PhD,Engineering,Data Engineer,1,5133,0,11.6,5.6,10.4,2.3,1,Remote,3,0.7,5,41,8.4,1,9,7.9,4,9.1,FALSE,4.3,No
1667,43,Female,Single,Bachelors,Engineering,Software Engineer,2,6663,0,9.2,5.5,12.4,3,3,Hybrid,10,5.7,3,22,7.3,3.3,6.4,6.6,3,10,FALSE,3.3,No
1668,33,Female,Married,Masters,Research & Development,R&D Manager,2,7601,0,14.2,7.9,13,1,1,Hybrid,55,4.8,4,33,7.7,2.3,10,8,3,9.7,TRUE,4.7,No
1669,38,Female,Married,Masters,Research & Development,Product Researcher,2,6203,0,11.8,0,8,0,2,Onsite,45,6.8,6,41,4.3,4.1,5.2,5.7,4,7.1,TRUE,2.8,No
1670,29,Male,Married,Masters,Engineering,Software Engineer,2,5702,0,18.6,8,9,0.5,2,Hybrid,20,12.4,8,26,3,5.9,4.1,6.6,4,6.8,FALSE,5.2,Yes
1671,32,Female,Married,Bachelors,Research & Development,R&D Manager,3,9729,1,11.7,5.2,11,0,1,Hybrid,40,2.2,8,37,7.5,1.7,8.1,6.4,3,8.6,TRUE,2.7,No
1672,43,Male,Single,PhD,Customer Support,Support Specialist,5,8518,2,8.4,8,14.3,2,2,Hybrid,17,6.3,12,23,7.8,2.9,8.1,6.5,3,7.8,TRUE,5.2,No
1673,51,Male,Single,Masters,Operations,Operations Analyst,5,13426,2,15.7,9.2,18.9,3.1,2,Hybrid,20,13.4,26,0,9.1,4.6,7.3,6.3,4,7.7,FALSE,6.4,No
1674,27,Male,Married,Bachelors,Human Resources,Recruiter,3,5299,2,15.4,6,7,1,2,Remote,3,10.3,9,26,4.8,4.3,6.2,2.8,3,6.6,FALSE,4.3,No
1675,43,Male,Divorced,Masters,Sales,Sales Manager,5,9782,1,10.5,9.2,16,2,0,Onsite,22,4.2,15,26,8.1,4.1,7.7,7,4,7.6,TRUE,4.1,No
1676,46,Female,Single,High School,Engineering,Engineering Manager,3,8138,1,11.5,7.9,11.2,1.3,1,Hybrid,48,9.6,7,45,7.5,4.6,8.3,6.2,5,10,TRUE,3.1,No
1677,27,Male,Single,Bachelors,Sales,Sales Development Rep,2,6609,1,9.5,2.8,6.2,1.5,1,Onsite,37,6.2,23,26,8.1,3.6,6.8,5.8,3,8.9,TRUE,6.9,No
1678,31,Female,Married,Masters,Sales,Sales Development Rep,1,3260,1,11.2,3.2,4.7,0.9,0,Onsite,52,9.3,22,9,5.1,3,4.9,5.6,3,10,TRUE,7.7,No
1679,37,Female,Divorced,High School,Engineering,Software Engineer,3,6209,0,10.3,7,13.4,1.3,1,Onsite,15,2.4,5,40,10,3.5,8.1,5.8,5,9.3,FALSE,4.9,No
1680,31,Female,Single,Bachelors,Engineering,Software Engineer,3,8606,0,15.9,9.4,11,0.4,2,Hybrid,47,6.3,4,26,6.7,2.8,7.9,7.3,4,8.8,FALSE,2,Yes
1681,36,Male,Married,Bachelors,Engineering,Software Engineer,4,14457,2,10.4,7.6,15.9,2.4,4,Onsite,51,6.3,3,4,7.7,3,6.7,5.7,3,8.6,TRUE,2.7,No
1682,36,Male,Divorced,Masters,Marketing,Growth Manager,2,3775,0,8,2.2,7.6,1.2,1,Remote,6,2.9,5,29,6.2,3.1,7.2,9.1,5,8.2,TRUE,8,Yes
1683,35,Male,Married,Masters,Operations,Operations Analyst,1,4437,0,13.9,5.6,12.9,1.7,2,Remote,4,8.2,22,7,8.3,1.6,8.6,6.7,4,10,FALSE,6.9,No
1684,42,Male,Married,Masters,Finance,Accountant,2,5333,0,13.1,0.9,12.4,0.9,4,Hybrid,37,1,7,35,4.5,4.1,4.5,6,3,9,TRUE,3.7,No
1685,27,Male,Single,PhD,Human Resources,HR Business Partner,3,7397,0,13.2,6,7,0.9,0,Hybrid,37,4.6,4,40,5.3,5.3,6.1,5.2,3,9.9,FALSE,5.5,No
1686,46,Female,Married,Bachelors,Customer Support,Support Specialist,5,7904,1,14.5,9.2,13.3,1,1,Onsite,50,2.9,8,16,7.1,2.4,6.9,7.3,3,8.7,TRUE,3.8,No
1687,23,Female,Married,Masters,Customer Support,Customer Success Manager,2,4087,1,9.4,1,3,1,1,Remote,2,5.2,5,38,3.6,5.6,4.7,7.8,3,8,FALSE,6.1,No
1688,44,Female,Married,Bachelors,Sales,Sales Manager,3,5179,0,8.6,10.9,15.6,1.1,2,Onsite,26,6.1,22,23,7.4,3.9,6,7,3,9.6,FALSE,5.8,No
1689,37,Male,Married,Masters,Finance,Accountant,2,6942,3,15.8,5.9,8.5,1.5,1,Remote,7,1.3,4,29,8,1.7,7.2,9.9,3,8.8,FALSE,8.1,No
1690,55,Female,Married,High School,Research & Development,R&D Manager,5,11012,1,10.3,11,18.3,3.3,4,Remote,3,6,4,17,7.4,4.2,7,5.7,4,8.6,FALSE,2.2,No
1691,35,Male,Single,Masters,Engineering,Data Engineer,2,6188,1,14.1,5.3,12.9,0.6,3,Hybrid,53,5,7,34,4.1,3.9,5.1,6.7,4,8.2,TRUE,5.3,No
1692,38,Female,Single,High School,Finance,Financial Analyst,2,5073,1,14.5,7.5,8.5,1.9,0,Remote,5,1.5,5,25,8.7,1.2,8.1,7.5,5,10,TRUE,6.3,No
1693,50,Female,Single,Bachelors,Operations,Program Manager,5,9670,2,16.5,13.8,22.3,0.6,1,Hybrid,32,3.7,19,27,8.1,2.7,10,6.2,5,9.4,FALSE,4.9,No
1694,52,Male,Single,Masters,Sales,Sales Manager,5,10288,1,3.6,11.6,19.9,1.7,3,Onsite,51,5.9,23,26,3.3,4.5,4.1,4,4,7.5,FALSE,5.7,No
1695,32,Male,Married,PhD,Operations,Operations Analyst,2,5146,2,10.7,5.6,9.1,2.1,1,Onsite,24,10.1,22,5,9.5,2.4,8.6,6.1,4,7.9,TRUE,5.3,No
1696,35,Male,Single,Bachelors,Customer Support,Support Team Lead,3,4397,0,9.2,7.6,15,3.2,3,Hybrid,60,4.9,8,16,7.8,2,6.9,4.8,4,9.8,FALSE,5.5,No
1697,31,Male,Single,Masters,Operations,Operations Manager,3,6131,0,8.9,6.4,11,2.2,1,Hybrid,47,7.8,19,30,5.6,3,6.3,6.3,4,7.7,FALSE,1,No
1698,36,Female,Single,High School,Human Resources,HR Business Partner,3,5730,1,9.7,9.3,16,4,2,Hybrid,45,4.2,11,35,5.7,4.7,6.7,5.8,3,7.6,FALSE,4.7,No
1699,43,Female,Married,Masters,Operations,Program Manager,4,7474,3,14.4,8.5,15.9,0.8,1,Onsite,62,7.4,18,31,5.8,4.6,7.1,5.3,4,7.1,FALSE,6.4,No
1700,28,Prefer not to say,Married,PhD,Operations,Program Manager,3,7500,0,8.7,5.4,8,2.3,0,Remote,5,6.3,19,20,4.1,6.5,6.6,6.7,3,6.5,FALSE,7,No
1701,34,Male,Single,Masters,Sales,Account Executive,2,7101,3,4.5,4.9,12.1,0.8,2,Onsite,41,5.5,18,36,7.1,4.1,6.8,5.8,4,8.8,FALSE,4.5,No
1702,23,Female,Married,Masters,Engineering,QA Engineer,1,4570,1,15.4,0,3,0,1,Onsite,35,15.9,5,29,5.4,6.3,5.4,5.3,4,8.5,TRUE,2.4,No
1703,34,Female,Married,Bachelors,Research & Development,Product Researcher,2,6572,2,3.1,6.6,12.7,5.3,2,Remote,5,9.3,2,29,8.6,4,8.1,5.9,4,9.7,FALSE,4.7,No
1704,39,Female,Married,Bachelors,Marketing,Growth Manager,2,4063,1,9.3,5.6,10.5,3.4,1,Remote,9,15.6,3,24,5.8,6.2,4.4,4.1,4,10,TRUE,7.2,Yes
1705,41,Prefer not to say,Married,Bachelors,Sales,Sales Manager,4,8330,2,5.9,10.4,11.5,1,0,Hybrid,60,14.1,19,22,5.5,6.7,5.2,4.5,4,9.1,TRUE,4.2,No
1706,25,Female,Single,Bachelors,Engineering,Engineering Manager,2,4592,1,11.6,4,5,2.1,2,Hybrid,23,1,5,10,6,3.2,7,7.1,4,8.6,FALSE,6,No
1707,39,Male,Single,Bachelors,Sales,Sales Manager,2,4567,3,12.4,2,6.1,2,1,Onsite,30,7.1,30,31,5,5.9,4,5.4,3,9.6,TRUE,6.2,No
1708,27,Male,Married,Bachelors,Human Resources,HR Business Partner,3,5610,1,11.9,5.4,7,2.3,3,Onsite,60,8.2,6,18,7.7,3.4,7.1,6.2,4,10,TRUE,4.2,No
1709,59,Male,Single,Masters,Marketing,Growth Manager,4,7269,2,3.6,12.5,18.4,3.2,1,Remote,4,6.5,5,22,7.5,3.7,5.7,7.4,3,8.7,TRUE,6.1,No
1710,34,Male,Married,Masters,Sales,Account Executive,2,4712,1,7.7,8.5,9.5,6.4,0,Hybrid,59,4.1,27,45,3.4,2.7,5,7.4,4,7.5,FALSE,2.4,No
1711,27,Male,Married,Masters,Engineering,Engineering Manager,2,4734,0,11.1,3.9,7,1.2,1,Remote,0,13.5,11,36,6.5,5.2,6.1,4.2,4,8.6,FALSE,5,No
1712,36,Male,Married,Masters,Research & Development,R&D Manager,4,10549,1,8.5,12,16,0.4,2,Hybrid,27,2.7,6,12,7.7,2.9,7,6.1,3,9.8,TRUE,2.4,No
1713,30,Male,Divorced,Masters,Engineering,Engineering Manager,2,5926,0,7.1,8.1,10,0.9,3,Onsite,38,2.6,4,21,6.7,4.6,4.9,5,3,8.1,TRUE,5.6,No
1714,47,Male,Single,Bachelors,Customer Support,Customer Success Manager,2,3659,3,15.4,6.4,11.2,0.4,2,Onsite,43,9.7,7,41,7.4,4.5,5.7,5.8,4,8.4,FALSE,6.7,No
1715,28,Male,Single,Bachelors,Engineering,Software Engineer,2,6249,1,6.6,7,8,2,3,Remote,2,2,6,18,6.8,3.9,5.5,9.4,3,9,TRUE,6.3,No
1716,36,Female,Divorced,Masters,Marketing,Marketing Specialist,5,10709,1,10.2,11.1,16,3.3,1,Remote,5,9.3,5,32,5.8,3.2,7.5,6.1,4,7.7,FALSE,6.2,No
1717,39,Female,Married,PhD,Operations,Operations Manager,3,8036,1,19.2,7.3,11.9,0.5,2,Onsite,49,2,23,17,7.8,4,8.7,4.8,4,8.1,TRUE,2.6,No
1718,33,Male,Single,Masters,Operations,Operations Analyst,2,4231,0,10.6,7.8,9.8,4.3,0,Hybrid,32,0.4,32,22,6.9,2.8,5.5,8.4,4,9.6,FALSE,4.4,No
1719,34,Male,Married,Bachelors,Operations,Operations Manager,3,4460,1,5.4,8.7,14,2.3,3,Onsite,30,9.6,21,8,6.8,4,5.2,5.4,3,7.8,TRUE,2.7,No
1720,36,Male,Married,Masters,Engineering,QA Engineer,3,8878,0,16.3,8.6,16,2,2,Remote,1,4.6,8,30,3.1,4.1,5.6,7.2,4,6.6,FALSE,5.7,No
1721,30,Male,Divorced,Bachelors,Customer Support,Customer Success Manager,2,3340,1,15.4,3.4,10,0.9,1,Onsite,44,10.5,8,27,9.1,6.2,7.7,3.7,3,7.3,FALSE,5.1,No
1722,36,Female,Married,Bachelors,Finance,Finance Manager,3,6578,0,9.9,4.9,14.4,0.5,2,Onsite,37,12.2,12,36,8.3,5.1,8.8,5.7,4,7.4,TRUE,4.6,No
1723,31,Female,Married,Bachelors,Research & Development,Product Researcher,2,5960,0,7.3,4.2,4,1.2,1,Hybrid,25,2.6,5,53,5.6,4.4,5.5,9.1,3,9.5,TRUE,6.3,No
1724,36,Female,Married,PhD,Research & Development,R&D Manager,4,12185,2,7.5,9.1,16,4,5,Hybrid,53,4,3,25,5.4,5.6,5.6,7.2,4,10,TRUE,6.5,Yes
1725,36,Female,Single,PhD,Operations,Operations Analyst,1,2604,0,14.4,5.7,13,5.1,2,Remote,7,4.1,23,25,8.8,1.3,9,6.8,4,10,FALSE,9.5,No
1726,41,Female,Single,High School,Customer Support,Customer Success Manager,5,7749,3,8.8,10.8,15,0.4,1,Onsite,24,12.5,6,18,4.9,6.4,3.3,5.6,5,7.7,FALSE,3.8,No
1727,43,Female,Married,Masters,Research & Development,Research Scientist,3,10356,3,12.9,13.9,18.3,0.5,0,Onsite,26,2.3,5,11,5.8,2.6,7.7,7.6,4,8.1,TRUE,5,No
1728,47,Male,Married,PhD,Operations,Program Manager,5,14316,2,9.8,12.4,19.8,1.7,1,Hybrid,35,12.8,26,15,9.9,4.4,7.6,4.7,4,9.9,TRUE,3.1,No
1729,35,Non-binary,Married,Masters,Finance,Finance Manager,2,6794,0,11.2,3.9,11.2,0,0,Hybrid,51,3.7,5,28,5.9,3.9,5.8,6.3,3,7.8,TRUE,5.2,No
1730,37,Female,Married,Bachelors,Marketing,Growth Manager,3,7010,2,10.4,6.8,11.9,2.8,1,Hybrid,34,6.1,7,29,4.5,4.3,6,5.4,3,6.1,FALSE,6.8,Yes
1731,30,Male,Single,Bachelors,Marketing,Marketing Specialist,2,4709,2,9.9,3.2,9.8,2.3,1,Remote,6,4.9,8,28,4.4,2.9,6,5.7,5,8.9,FALSE,3.2,No
1732,30,Male,Divorced,Masters,Finance,Finance Manager,4,10958,1,15,9,10,1,1,Hybrid,5,6.1,7,10,6,2.4,6,6.2,4,8,FALSE,2.9,No
1733,28,Female,Married,Bachelors,Finance,Accountant,1,3697,1,9.7,4.5,8,2.5,2,Hybrid,69,17.2,6,17,7.2,6.4,5.2,2.9,3,7.9,FALSE,4.7,Yes
1734,41,Male,Married,Bachelors,Engineering,Data Engineer,3,6576,2,11.9,10.6,15.1,0.9,0,Onsite,33,3.4,8,35,4,4.6,6.3,6.9,3,9.6,TRUE,2.2,Yes
1735,34,Female,Single,Bachelors,Engineering,Software Engineer,1,4249,1,9.4,4.4,14,0.3,2,Onsite,32,4.6,4,35,7.1,4.3,6.1,6.1,4,9.3,TRUE,3,No
1736,21,Female,Single,Masters,Sales,Sales Manager,2,4935,1,11.3,0,1,0,5,Onsite,32,14,20,8,5.8,5.4,8,4.9,3,8.5,TRUE,4.1,No
1737,31,Male,Single,Bachelors,Sales,Sales Manager,3,5912,0,7.5,8.5,9.4,0.7,0,Onsite,26,14.5,19,21,9.1,6.5,5.9,4.4,4,8.9,FALSE,6.3,No
1738,40,Female,Single,Bachelors,Operations,Program Manager,3,6203,3,6.3,8.2,13.6,3.9,2,Hybrid,22,6.1,29,10,4.1,5.7,4.1,7.8,4,8.7,FALSE,4.9,Yes
1739,24,Male,Married,Bachelors,Research & Development,Product Researcher,2,7196,0,3.3,3,4,3,1,Onsite,35,5.4,6,7,6.2,4.9,4.7,5.7,2,8.4,FALSE,4.3,Yes
1740,37,Female,Single,Masters,Engineering,Data Engineer,3,7262,1,11.2,5.5,13.4,3.2,2,Hybrid,42,8.3,2,0,2.3,6.7,2.5,4.7,3,7.9,TRUE,3.7,No
1741,32,Male,Married,PhD,Customer Support,Support Team Lead,2,4187,2,18,7.4,12,0.7,1,Remote,5,12,4,23,6,3.8,7.2,5.9,3,9.2,FALSE,8.4,Yes
1742,40,Male,Single,Bachelors,Sales,Account Executive,1,3697,2,15.8,2.2,9.3,1.2,2,Onsite,25,9.5,15,17,6.1,4.9,6.1,5.3,3,8.2,FALSE,7.8,No
1743,49,Female,Married,Bachelors,Operations,Operations Analyst,5,10535,2,10.5,10.8,15.6,0.1,3,Hybrid,31,17.9,21,25,5.6,8.1,5.8,3.4,4,6.8,FALSE,3.8,Yes
1744,45,Female,Single,Bachelors,Engineering,Software Engineer,3,7784,1,14.9,7.3,12,2,3,Onsite,20,10.8,6,24,7.6,4.7,5.4,6.2,3,7.8,FALSE,4.2,No
1745,38,Female,Divorced,Bachelors,Finance,Finance Manager,2,6758,0,9.4,6.1,12,1.1,2,Remote,5,6.3,10,37,5.8,1.7,7.9,7.4,4,8.3,FALSE,6.2,No
1746,37,Male,Married,High School,Marketing,Content Strategist,2,3928,1,11.4,2.8,14,2.4,3,Onsite,30,0.7,5,2,2.5,4.4,3.2,6.3,3,7.7,FALSE,3.5,Yes
1747,40,Male,Single,Masters,Customer Support,Support Team Lead,3,5768,1,8,6.7,10,2.6,1,Hybrid,22,5.6,10,36,6.2,4.6,5.7,5.9,4,8.5,FALSE,9.3,No
1748,41,Male,Married,Bachelors,Engineering,Engineering Manager,5,10109,3,12,11.9,19.1,0.1,2,Hybrid,43,8.1,8,32,9.9,2.9,8.7,6.4,4,9.4,TRUE,1,No
1749,26,Female,Single,Masters,Marketing,Content Strategist,2,5226,2,10.2,0.8,6,0.8,3,Hybrid,29,3.8,6,2,7.3,2.7,6.7,6.9,4,8.6,TRUE,7.2,No
1750,46,Male,Single,Masters,Customer Support,Customer Success Manager,4,6482,1,8.2,8.3,19,2.9,4,Onsite,13,9.2,4,30,7,6.3,4.7,4.6,3,8.6,TRUE,8.1,Yes
1751,42,Male,Single,Bachelors,Operations,Operations Manager,4,6925,2,7.7,10.3,14,0.5,1,Onsite,70,2,20,32,8.9,2.5,8.3,6.1,3,9.2,TRUE,3.9,No
1752,29,Male,Single,High School,Engineering,Engineering Manager,2,5199,1,8.9,3.6,9,2.5,4,Remote,2,5,7,19,5.9,3.1,6.5,5.6,3,6.6,TRUE,5.2,No
1753,32,Female,Married,PhD,Customer Support,Support Specialist,2,5036,0,7,7.6,10.3,6.4,0,Remote,3,6.8,7,23,7.5,3.3,7.3,6.3,4,9.3,TRUE,6.3,No
1754,43,Female,Single,Masters,Engineering,Software Engineer,5,16539,1,9.6,12.1,17,2,1,Hybrid,23,5.9,6,21,4.2,2.5,5.9,8,3,8.2,TRUE,3.3,No
1755,41,Female,Married,Bachelors,Engineering,QA Engineer,3,9007,1,12,9.8,14.7,0.4,2,Hybrid,24,4.6,12,13,4.4,1.6,5.4,7.3,4,8.3,TRUE,5.6,No
1756,27,Female,Married,Bachelors,Engineering,Engineering Manager,2,7086,0,13.2,6,7,0.4,1,Remote,1,5.4,5,15,6.9,4,4.8,7,4,9.5,TRUE,5.3,Yes
1757,52,Female,Single,Masters,Operations,Operations Analyst,5,12981,1,13.6,9.9,15.8,4.1,1,Onsite,52,3.7,22,39,5.9,4.8,6.8,8.1,3,8.4,FALSE,4.2,No
1758,26,Female,Married,Bachelors,Customer Support,Customer Success Manager,3,4693,2,4.7,5,6,5,3,Remote,4,8.6,4,16,8.8,3.6,8.1,8.4,4,8.4,TRUE,5.8,Yes
1759,34,Male,Married,Bachelors,Customer Support,Support Team Lead,3,4631,0,15.2,3.8,12.4,1.7,0,Onsite,25,7.2,11,26,4.6,3.2,6.9,5.7,4,8.4,TRUE,5.6,No
1760,39,Female,Single,Bachelors,Operations,Operations Manager,2,4965,1,8.4,5.1,16.3,2.3,3,Remote,5,10.1,25,21,5.1,3.9,4.4,7.6,3,8,FALSE,7.5,Yes
1761,34,Male,Single,Bachelors,Customer Support,Support Team Lead,2,5093,0,14.6,7.8,14,0.2,4,Hybrid,37,17.3,8,10,7,3.9,7.2,5.1,3,8.4,FALSE,3.7,No
1762,31,Male,Married,Masters,Research & Development,Research Scientist,2,5351,0,11.4,5.5,8.6,2.6,0,Remote,2,11,6,27,8.6,2.9,7.9,5.3,5,8.5,TRUE,5.5,No
